year,month,day,extent,missing,date
2007,12,12,11.646,0,2007-12-12
2007,12,13,11.764,0,2007-12-13
2007,12,14,11.864,0,2007-12-14
2007,12,15,11.903,0,2007-12-15
2007,12,16,11.969,0,2007-12-16
2007,12,17,12.11,0,2007-12-17
2007,12,18,12.216,0,2007-12-18
2007,12,19,12.275,0,2007-12-19
2007,12,20,12.395,0,2007-12-20
2007,12,21,12.498,0,2007-12-21
2007,12,22,12.592,0,2007-12-22
2007,12,23,12.694,0,2007-12-23
2007,12,24,12.807,0,2007-12-24
2007,12,25,12.742,0,2007-12-25
2007,12,26,12.766,0,2007-12-26
2007,12,27,12.867,0,2007-12-27
2007,12,28,12.918,0,2007-12-28
2007,12,29,12.981,0,2007-12-29
2007,12,30,13.012,0,2007-12-30
2007,12,31,13.054,0,2007-12-31
2008,1,1,13.206,0,2008-01-01
2008,1,2,13.164,0,2008-01-02
2008,1,3,13.19,0,2008-01-03
2008,1,4,13.275,0,2008-01-04
2008,1,5,13.303,0,2008-01-05
2008,1,6,13.325,0,2008-01-06
2008,1,7,13.411,0,2008-01-07
2008,1,8,13.433,0,2008-01-08
2008,1,9,13.532,0,2008-01-09
2008,1,10,13.586,0,2008-01-10
2008,1,11,13.744,0,2008-01-11
2008,1,12,13.678,0,2008-01-12
2008,1,13,13.747,0,2008-01-13
2008,1,14,13.78,0,2008-01-14
2008,1,15,13.822,0,2008-01-15
2008,1,16,13.849,0,2008-01-16
2008,1,17,13.865,0,2008-01-17
2008,1,18,13.922,0,2008-01-18
2008,1,19,13.997,0,2008-01-19
2008,1,20,13.964,0,2008-01-20
2008,1,21,14.07,0,2008-01-21
2008,1,22,14.189,0,2008-01-22
2008,1,23,14.286,0,2008-01-23
2008,1,24,14.455,0,2008-01-24
2008,1,25,14.468,0,2008-01-25
2008,1,26,14.525,0,2008-01-26
2008,1,27,14.533,0,2008-01-27
2008,1,28,14.593,0,2008-01-28
2008,1,29,14.609,0,2008-01-29
2008,1,30,14.519,0,2008-01-30
2008,1,31,14.465,0,2008-01-31
2008,2,1,14.563,0,2008-02-01
2008,2,2,14.66,0,2008-02-02
2008,2,3,14.664,0,2008-02-03
2008,2,4,14.711,0,2008-02-04
2008,2,5,14.835,0,2008-02-05
2008,2,6,14.849,0,2008-02-06
2008,2,7,14.841,0,2008-02-07
2008,2,8,14.855,0,2008-02-08
2008,2,9,14.9,0,2008-02-09
2008,2,10,14.93,0,2008-02-10
2008,2,11,14.967,0,2008-02-11
2008,2,12,14.976,0,2008-02-12
2008,2,13,14.921,0,2008-02-13
2008,2,14,14.829,0,2008-02-14
2008,2,15,14.735,0,2008-02-15
2008,2,16,14.774,0,2008-02-16
2008,2,17,14.889,0,2008-02-17
2008,2,18,14.881,0,2008-02-18
2008,2,19,14.929,0,2008-02-19
2008,2,20,14.927,0,2008-02-20
2008,2,21,15.06,0,2008-02-21
2008,2,22,15.197,0,2008-02-22
2008,2,23,15.213,0,2008-02-23
2008,2,24,15.233,0,2008-02-24
2008,2,25,15.262,0,2008-02-25
2008,2,26,15.242,0,2008-02-26
2008,2,27,15.354,0,2008-02-27
2008,2,28,15.243,0,2008-02-28
2008,2,29,15.21,0,2008-02-29
2008,3,1,15.27,0,2008-03-01
2008,3,2,15.222,0,2008-03-02
2008,3,3,15.197,0,2008-03-03
2008,3,4,15.195,0,2008-03-04
2008,3,5,15.233,0,2008-03-05
2008,3,6,15.235,0,2008-03-06
2008,3,7,15.197,0,2008-03-07
2008,3,8,15.262,0,2008-03-08
2008,3,9,15.352,0,2008-03-09
2008,3,10,15.251,0,2008-03-10
2008,3,11,15.268,0,2008-03-11
2008,3,12,15.305,0,2008-03-12
2008,3,13,15.305,0,2008-03-13
2008,3,14,15.204,0,2008-03-14
2008,3,15,15.194,0,2008-03-15
2008,3,16,15.126,0,2008-03-16
2008,3,17,15.141,0,2008-03-17
2008,3,18,15.135,0,2008-03-18
2008,3,19,15.14,0,2008-03-19
2008,3,20,15.167,0,2008-03-20
2008,3,21,15.175,0,2008-03-21
2008,3,22,15.184,0,2008-03-22
2008,3,23,15.165,0,2008-03-23
2008,3,24,15.113,0,2008-03-24
2008,3,25,15.133,0,2008-03-25
2008,3,26,15.135,0,2008-03-26
2008,3,27,15.081,0,2008-03-27
2008,3,28,15.051,0,2008-03-28
2008,3,29,14.988,0,2008-03-29
2008,3,30,15.041,0,2008-03-30
2008,3,31,15.081,0,2008-03-31
2008,4,1,14.989,0,2008-04-01
2008,4,2,14.931,0,2008-04-02
2008,4,3,14.901,0,2008-04-03
2008,4,4,14.794,0,2008-04-04
2008,4,5,14.747,0,2008-04-05
2008,4,6,14.722,0,2008-04-06
2008,4,7,14.814,0,2008-04-07
2008,4,8,14.842,0,2008-04-08
2008,4,9,14.755,0,2008-04-09
2008,4,10,14.773,0,2008-04-10
2008,4,11,14.678,0,2008-04-11
2008,4,12,14.616,0,2008-04-12
2008,4,13,14.498,0,2008-04-13
2008,4,14,14.487,0,2008-04-14
2008,4,15,14.411,0,2008-04-15
2008,4,16,14.268,0,2008-04-16
2008,4,17,14.305,0,2008-04-17
2008,4,18,14.178,0,2008-04-18
2008,4,19,14.107,0,2008-04-19
2008,4,20,14.063,0,2008-04-20
2008,4,21,13.979,0,2008-04-21
2008,4,22,13.995,0,2008-04-22
2008,4,23,13.937,0,2008-04-23
2008,4,24,13.879,0,2008-04-24
2008,4,25,13.807,0,2008-04-25
2008,4,26,13.845,0,2008-04-26
2008,4,27,13.848,0,2008-04-27
2008,4,28,13.811,0,2008-04-28
2008,4,29,13.783,0,2008-04-29
2008,4,30,13.795,0,2008-04-30
2008,5,1,13.649,0,2008-05-01
2008,5,2,13.651,0,2008-05-02
2008,5,3,13.593,0,2008-05-03
2008,5,4,13.586,0,2008-05-04
2008,5,5,13.576,0,2008-05-05
2008,5,6,13.494,0,2008-05-06
2008,5,7,13.491,0,2008-05-07
2008,5,8,13.436,0,2008-05-08
2008,5,9,13.354,0,2008-05-09
2008,5,10,13.319,0,2008-05-10
2008,5,11,13.224,0,2008-05-11
2008,5,12,13.199,0,2008-05-12
2008,5,13,13.154,0,2008-05-13
2008,5,14,13.086,0,2008-05-14
2008,5,15,13.049,0,2008-05-15
2008,5,16,13.048,0,2008-05-16
2008,5,17,12.984,0,2008-05-17
2008,5,18,12.875,0,2008-05-18
2008,5,19,12.775,0,2008-05-19
2008,5,20,12.672,0,2008-05-20
2008,5,21,12.639,0,2008-05-21
2008,5,22,12.612,0,2008-05-22
2008,5,23,12.602,0,2008-05-23
2008,5,24,12.587,0,2008-05-24
2008,5,25,12.503,0,2008-05-25
2008,5,26,12.481,0,2008-05-26
2008,5,27,12.43,0,2008-05-27
2008,5,28,12.316,0,2008-05-28
2008,5,29,12.318,0,2008-05-29
2008,5,30,12.267,0,2008-05-30
2008,5,31,12.224,0,2008-05-31
2008,6,1,12.164,0,2008-06-01
2008,6,2,12.119,0,2008-06-02
2008,6,3,12.111,0,2008-06-03
2008,6,4,11.984,0,2008-06-04
2008,6,5,11.869,0,2008-06-05
2008,6,6,11.825,0,2008-06-06
2008,6,7,11.714,0,2008-06-07
2008,6,8,11.632,0,2008-06-08
2008,6,9,11.578,0,2008-06-09
2008,6,10,11.498,0,2008-06-10
2008,6,11,11.541,0,2008-06-11
2008,6,12,11.478,0,2008-06-12
2008,6,13,11.414,0,2008-06-13
2008,6,14,11.363,0,2008-06-14
2008,6,15,11.268,0,2008-06-15
2008,6,16,11.189,0,2008-06-16
2008,6,17,11.137,0,2008-06-17
2008,6,18,11.072,0,2008-06-18
2008,6,19,11.024,0,2008-06-19
2008,6,20,10.954,0,2008-06-20
2008,6,21,10.894,0,2008-06-21
2008,6,22,10.803,0,2008-06-22
2008,6,23,10.719,0,2008-06-23
2008,6,24,10.663,0,2008-06-24
2008,6,25,10.552,0,2008-06-25
2008,6,26,10.504,0,2008-06-26
2008,6,27,10.393,0,2008-06-27
2008,6,28,10.326,0,2008-06-28
2008,6,29,10.263,0,2008-06-29
2008,6,30,10.199,0,2008-06-30
2008,7,1,9.93,0,2008-07-01
2008,7,2,9.921,0,2008-07-02
2008,7,3,9.821,0,2008-07-03
2008,7,4,9.742,0,2008-07-04
2008,7,5,9.645,0,2008-07-05
2008,7,6,9.649,0,2008-07-06
2008,7,7,9.491,0,2008-07-07
2008,7,8,9.45,0,2008-07-08
2008,7,9,9.396,0,2008-07-09
2008,7,10,9.315,0,2008-07-10
2008,7,11,9.211,0,2008-07-11
2008,7,12,9.122,0,2008-07-12
2008,7,13,9.033,0,2008-07-13
2008,7,14,8.982,0,2008-07-14
2008,7,15,8.766,0,2008-07-15
2008,7,16,8.688,0,2008-07-16
2008,7,17,8.617,0,2008-07-17
2008,7,18,8.511,0,2008-07-18
2008,7,19,8.408,0,2008-07-19
2008,7,20,8.28,0,2008-07-20
2008,7,21,8.165,0,2008-07-21
2008,7,22,8.108,0,2008-07-22
2008,7,23,7.989,0,2008-07-23
2008,7,24,7.894,0,2008-07-24
2008,7,25,7.755,0,2008-07-25
2008,7,26,7.746,0,2008-07-26
2008,7,27,7.675,0,2008-07-27
2008,7,28,7.566,0,2008-07-28
2008,7,29,7.466,0,2008-07-29
2008,7,30,7.347,0,2008-07-30
2008,7,31,7.327,0,2008-07-31
2008,8,1,7.203,0,2008-08-01
2008,8,2,7.096,0,2008-08-02
2008,8,3,7.089,0,2008-08-03
2008,8,4,6.948,0,2008-08-04
2008,8,5,6.69,0,2008-08-05
2008,8,6,6.584,0,2008-08-06
2008,8,7,6.516,0,2008-08-07
2008,8,8,6.539,0,2008-08-08
2008,8,9,6.421,0,2008-08-09
2008,8,10,6.285,0,2008-08-10
2008,8,11,6.259,0,2008-08-11
2008,8,12,6.155,0,2008-08-12
2008,8,13,6.095,0,2008-08-13
2008,8,14,6.025,0,2008-08-14
2008,8,15,5.974,0,2008-08-15
2008,8,16,5.893,0,2008-08-16
2008,8,17,5.851,0,2008-08-17
2008,8,18,5.73,0,2008-08-18
2008,8,19,5.619,0,2008-08-19
2008,8,20,5.624,0,2008-08-20
2008,8,21,5.539,0,2008-08-21
2008,8,22,5.476,0,2008-08-22
2008,8,23,5.419,0,2008-08-23
2008,8,24,5.236,0,2008-08-24
2008,8,25,5.106,0,2008-08-25
2008,8,26,5.019,0,2008-08-26
2008,8,27,5.037,0,2008-08-27
2008,8,28,5.023,0,2008-08-28
2008,8,29,5.012,0,2008-08-29
2008,8,30,4.938,0,2008-08-30
2008,8,31,4.904,0,2008-08-31
2008,9,1,4.828,0,2008-09-01
2008,9,2,4.717,0,2008-09-02
2008,9,3,4.741,0,2008-09-03
2008,9,4,4.686,0,2008-09-04
2008,9,5,4.691,0,2008-09-05
2008,9,6,4.7,0,2008-09-06
2008,9,7,4.664,0,2008-09-07
2008,9,8,4.627,0,2008-09-08
2008,9,9,4.651,0,2008-09-09
2008,9,10,4.603,0,2008-09-10
2008,9,11,4.577,0,2008-09-11
2008,9,12,4.574,0,2008-09-12
2008,9,13,4.598,0,2008-09-13
2008,9,14,4.599,0,2008-09-14
2008,9,15,4.601,0,2008-09-15
2008,9,16,4.615,0,2008-09-16
2008,9,17,4.602,0,2008-09-17
2008,9,18,4.548,0,2008-09-18
2008,9,19,4.565,0,2008-09-19
2008,9,20,4.598,0,2008-09-20
2008,9,21,4.659,0,2008-09-21
2008,9,22,4.658,0,2008-09-22
2008,9,23,4.679,0,2008-09-23
2008,9,24,4.692,0,2008-09-24
2008,9,25,4.729,0,2008-09-25
2008,9,26,4.763,0,2008-09-26
2008,9,27,4.811,0,2008-09-27
2008,9,28,4.884,0,2008-09-28
2008,9,29,4.925,0,2008-09-29
2008,9,30,5.038,0,2008-09-30
2008,10,1,5.254,0,2008-10-01
2008,10,2,5.336,0,2008-10-02
2008,10,3,5.431,0,2008-10-03
2008,10,4,5.505,0,2008-10-04
2008,10,5,5.63,0,2008-10-05
2008,10,6,5.786,0,2008-10-06
2008,10,7,5.948,0,2008-10-07
2008,10,8,6.064,0,2008-10-08
2008,10,9,6.313,0,2008-10-09
2008,10,10,6.409,0,2008-10-10
2008,10,11,6.615,0,2008-10-11
2008,10,12,6.772,0,2008-10-12
2008,10,13,6.91,0,2008-10-13
2008,10,14,7.093,0,2008-10-14
2008,10,15,7.252,0,2008-10-15
2008,10,16,7.459,0,2008-10-16
2008,10,17,7.601,0,2008-10-17
2008,10,18,7.737,0,2008-10-18
2008,10,19,7.905,0,2008-10-19
2008,10,20,8.026,0,2008-10-20
2008,10,21,8.126,0,2008-10-21
2008,10,22,8.352,0,2008-10-22
2008,10,23,8.528,0,2008-10-23
2008,10,24,8.667,0,2008-10-24
2008,10,25,8.762,0,2008-10-25
2008,10,26,8.842,0,2008-10-26
2008,10,27,8.914,0,2008-10-27
2008,10,28,8.994,0,2008-10-28
2008,10,29,9.107,0,2008-10-29
2008,10,30,9.193,0,2008-10-30
2008,10,31,9.315,0,2008-10-31
2008,11,1,9.363,0,2008-11-01
2008,11,2,9.331,0,2008-11-02
2008,11,3,9.399,0,2008-11-03
2008,11,4,9.57,0,2008-11-04
2008,11,5,9.708,0,2008-11-05
2008,11,6,9.794,0,2008-11-06
2008,11,7,9.963,0,2008-11-07
2008,11,8,10.062,0,2008-11-08
2008,11,9,10.089,0,2008-11-09
2008,11,10,10.122,0,2008-11-10
2008,11,11,10.129,0,2008-11-11
2008,11,12,10.09,0,2008-11-12
2008,11,13,10.111,0,2008-11-13
2008,11,14,10.119,0,2008-11-14
2008,11,15,10.215,0,2008-11-15
2008,11,16,10.339,0,2008-11-16
2008,11,17,10.476,0,2008-11-17
2008,11,18,10.468,0,2008-11-18
2008,11,19,10.637,0,2008-11-19
2008,11,20,10.715,0,2008-11-20
2008,11,21,10.667,0,2008-11-21
2008,11,22,10.696,0,2008-11-22
2008,11,23,10.785,0,2008-11-23
2008,11,24,10.912,0,2008-11-24
2008,11,25,10.928,0,2008-11-25
2008,11,26,11.029,0,2008-11-26
2008,11,27,11.043,0,2008-11-27
2008,11,28,11.122,0,2008-11-28
2008,11,29,11.152,0,2008-11-29
2008,11,30,11.252,0,2008-11-30
2008,12,1,11.492,0,2008-12-01
2008,12,2,11.521,0,2008-12-02
2008,12,3,11.586,0,2008-12-03
2008,12,4,11.68,0,2008-12-04
2008,12,5,11.781,0,2008-12-05
2008,12,6,11.811,0,2008-12-06
2008,12,7,11.936,0,2008-12-07
2008,12,8,12.147,0,2008-12-08
2008,12,9,12.224,0,2008-12-09
2008,12,10,12.343,0,2008-12-10
2008,12,11,12.35,0,2008-12-11
2008,12,12,12.424,0,2008-12-12
2008,12,13,12.309,0,2008-12-13
2008,12,14,12.281,0,2008-12-14
2008,12,15,12.377,0,2008-12-15
2008,12,16,12.407,0,2008-12-16
2008,12,17,12.367,0,2008-12-17
2008,12,18,12.357,0,2008-12-18
2008,12,19,12.447,0,2008-12-19
2008,12,20,12.461,0,2008-12-20
2008,12,21,12.436,0,2008-12-21
2008,12,22,12.676,0,2008-12-22
2008,12,23,12.636,0,2008-12-23
2008,12,24,12.698,0,2008-12-24
2008,12,25,12.794,0,2008-12-25
2008,12,26,12.94,0,2008-12-26
2008,12,27,12.847,0,2008-12-27
2008,12,28,12.882,0,2008-12-28
2008,12,29,12.926,0,2008-12-29
2008,12,30,12.929,0,2008-12-30
2008,12,31,13.048,0,2008-12-31
2009,1,1,13.189,0,2009-01-01
2009,1,2,13.18,0,2009-01-02
2009,1,3,13.267,0,2009-01-03
2009,1,4,13.286,0,2009-01-04
2009,1,5,13.352,0,2009-01-05
2009,1,6,13.447,0,2009-01-06
2009,1,7,13.478,0,2009-01-07
2009,1,8,13.586,0,2009-01-08
2009,1,9,13.646,0,2009-01-09
2009,1,10,13.73,0,2009-01-10
2009,1,11,13.777,0,2009-01-11
2009,1,12,13.79,0,2009-01-12
2009,1,13,13.857,0,2009-01-13
2009,1,14,14.008,0,2009-01-14
2009,1,15,14.115,0,2009-01-15
2009,1,16,14.123,0,2009-01-16
2009,1,17,14.094,0,2009-01-17
2009,1,18,14.162,0,2009-01-18
2009,1,19,14.268,0,2009-01-19
2009,1,20,14.19,0,2009-01-20
2009,1,21,14.168,0,2009-01-21
2009,1,22,14.251,0,2009-01-22
2009,1,23,14.232,0,2009-01-23
2009,1,24,14.184,0,2009-01-24
2009,1,25,14.166,0,2009-01-25
2009,1,26,14.133,0,2009-01-26
2009,1,27,14.231,0,2009-01-27
2009,1,28,14.291,0,2009-01-28
2009,1,29,14.336,0,2009-01-29
2009,1,30,14.38,0,2009-01-30
2009,1,31,14.408,0,2009-01-31
2009,2,1,14.502,0,2009-02-01
2009,2,2,14.604,0,2009-02-02
2009,2,3,14.531,0,2009-02-03
2009,2,4,14.507,0,2009-02-04
2009,2,5,14.58,0,2009-02-05
2009,2,6,14.662,0,2009-02-06
2009,2,7,14.774,0,2009-02-07
2009,2,8,14.856,0,2009-02-08
2009,2,9,14.879,0,2009-02-09
2009,2,10,14.853,0,2009-02-10
2009,2,11,14.772,0,2009-02-11
2009,2,12,14.762,0,2009-02-12
2009,2,13,14.845,0,2009-02-13
2009,2,14,14.848,0,2009-02-14
2009,2,15,14.882,0,2009-02-15
2009,2,16,14.901,0,2009-02-16
2009,2,17,14.982,0,2009-02-17
2009,2,18,14.969,0,2009-02-18
2009,2,19,14.851,0,2009-02-19
2009,2,20,14.872,0,2009-02-20
2009,2,21,14.882,0,2009-02-21
2009,2,22,14.8,0,2009-02-22
2009,2,23,14.811,0,2009-02-23
2009,2,24,14.809,0,2009-02-24
2009,2,25,14.847,0,2009-02-25
2009,2,26,14.991,0,2009-02-26
2009,2,27,15.039,0,2009-02-27
2009,2,28,15.112,0,2009-02-28
2009,3,1,15.168,0,2009-03-01
2009,3,2,15.195,0,2009-03-02
2009,3,3,15.126,0,2009-03-03
2009,3,4,15.067,0,2009-03-04
2009,3,5,15.123,0,2009-03-05
2009,3,6,15.162,0,2009-03-06
2009,3,7,15.076,0,2009-03-07
2009,3,8,14.955,0,2009-03-08
2009,3,9,14.878,0,2009-03-09
2009,3,10,14.833,0,2009-03-10
2009,3,11,14.894,0,2009-03-11
2009,3,12,14.861,0,2009-03-12
2009,3,13,14.884,0,2009-03-13
2009,3,14,14.959,0,2009-03-14
2009,3,15,14.939,0,2009-03-15
2009,3,16,14.942,0,2009-03-16
2009,3,17,15.015,0,2009-03-17
2009,3,18,14.968,0,2009-03-18
2009,3,19,14.959,0,2009-03-19
2009,3,20,14.962,0,2009-03-20
2009,3,21,15.004,0,2009-03-21
2009,3,22,15.052,0,2009-03-22
2009,3,23,15.073,0,2009-03-23
2009,3,24,15.027,0,2009-03-24
2009,3,25,15.022,0,2009-03-25
2009,3,26,14.981,0,2009-03-26
2009,3,27,14.954,0,2009-03-27
2009,3,28,14.906,0,2009-03-28
2009,3,29,14.881,0,2009-03-29
2009,3,30,14.864,0,2009-03-30
2009,3,31,14.762,0,2009-03-31
2009,4,1,14.73,0,2009-04-01
2009,4,2,14.728,0,2009-04-02
2009,4,3,14.779,0,2009-04-03
2009,4,4,14.818,0,2009-04-04
2009,4,5,14.753,0,2009-04-05
2009,4,6,14.684,0,2009-04-06
2009,4,7,14.732,0,2009-04-07
2009,4,8,14.668,0,2009-04-08
2009,4,9,14.667,0,2009-04-09
2009,4,10,14.638,0,2009-04-10
2009,4,11,14.61,0,2009-04-11
2009,4,12,14.653,0,2009-04-12
2009,4,13,14.561,0,2009-04-13
2009,4,14,14.521,0,2009-04-14
2009,4,15,14.561,0,2009-04-15
2009,4,16,14.517,0,2009-04-16
2009,4,17,14.434,0,2009-04-17
2009,4,18,14.41,0,2009-04-18
2009,4,19,14.402,0,2009-04-19
2009,4,20,14.479,0,2009-04-20
2009,4,21,14.438,0,2009-04-21
2009,4,22,14.435,0,2009-04-22
2009,4,23,14.309,0,2009-04-23
2009,4,24,14.268,0,2009-04-24
2009,4,25,14.279,0,2009-04-25
2009,4,26,14.278,0,2009-04-26
2009,4,27,14.185,0,2009-04-27
2009,4,28,14.123,0,2009-04-28
2009,4,29,14.128,0,2009-04-29
2009,4,30,14.081,0,2009-04-30
2009,5,1,13.956,0,2009-05-01
2009,5,2,13.901,0,2009-05-02
2009,5,3,13.857,0,2009-05-03
2009,5,4,13.863,0,2009-05-04
2009,5,5,13.78,0,2009-05-05
2009,5,6,13.763,0,2009-05-06
2009,5,7,13.693,0,2009-05-07
2009,5,8,13.683,0,2009-05-08
2009,5,9,13.616,0,2009-05-09
2009,5,10,13.576,0,2009-05-10
2009,5,11,13.457,0,2009-05-11
2009,5,12,13.406,0,2009-05-12
2009,5,13,13.379,0,2009-05-13
2009,5,14,13.334,0,2009-05-14
2009,5,15,13.288,0,2009-05-15
2009,5,16,13.17,0,2009-05-16
2009,5,17,13.155,0,2009-05-17
2009,5,18,13.061,0,2009-05-18
2009,5,19,12.992,0,2009-05-19
2009,5,20,13,0,2009-05-20
2009,5,21,12.942,0,2009-05-21
2009,5,22,12.906,0,2009-05-22
2009,5,23,12.822,0,2009-05-23
2009,5,24,12.732,0,2009-05-24
2009,5,25,12.637,0,2009-05-25
2009,5,26,12.582,0,2009-05-26
2009,5,27,12.575,0,2009-05-27
2009,5,28,12.541,0,2009-05-28
2009,5,29,12.465,0,2009-05-29
2009,5,30,12.376,0,2009-05-30
2009,5,31,12.28,0,2009-05-31
2009,6,1,12.139,0,2009-06-01
2009,6,2,12.02,0,2009-06-02
2009,6,3,11.922,0,2009-06-03
2009,6,4,11.909,0,2009-06-04
2009,6,5,11.884,0,2009-06-05
2009,6,6,11.783,0,2009-06-06
2009,6,7,11.74,0,2009-06-07
2009,6,8,11.676,0,2009-06-08
2009,6,9,11.632,0,2009-06-09
2009,6,10,11.629,0,2009-06-10
2009,6,11,11.657,0,2009-06-11
2009,6,12,11.671,0,2009-06-12
2009,6,13,11.624,0,2009-06-13
2009,6,14,11.554,0,2009-06-14
2009,6,15,11.497,0,2009-06-15
2009,6,16,11.385,0,2009-06-16
2009,6,17,11.293,0,2009-06-17
2009,6,18,11.285,0,2009-06-18
2009,6,19,11.188,0,2009-06-19
2009,6,20,11.169,0,2009-06-20
2009,6,21,11.096,0,2009-06-21
2009,6,22,11.064,0,2009-06-22
2009,6,23,10.882,0,2009-06-23
2009,6,24,10.769,0,2009-06-24
2009,6,25,10.717,0,2009-06-25
2009,6,26,10.633,0,2009-06-26
2009,6,27,10.626,0,2009-06-27
2009,6,28,10.437,0,2009-06-28
2009,6,29,10.334,0,2009-06-29
2009,6,30,10.393,0,2009-06-30
2009,7,1,10.054,0,2009-07-01
2009,7,2,9.929,0,2009-07-02
2009,7,3,9.858,0,2009-07-03
2009,7,4,9.695,0,2009-07-04
2009,7,5,9.643,0,2009-07-05
2009,7,6,9.504,0,2009-07-06
2009,7,7,9.386,0,2009-07-07
2009,7,8,9.292,0,2009-07-08
2009,7,9,9.18,0,2009-07-09
2009,7,10,9.03,0,2009-07-10
2009,7,11,9.001,0,2009-07-11
2009,7,12,8.989,0,2009-07-12
2009,7,13,8.801,0,2009-07-13
2009,7,14,8.701,0,2009-07-14
2009,7,15,8.573,0,2009-07-15
2009,7,16,8.512,0,2009-07-16
2009,7,17,8.416,0,2009-07-17
2009,7,18,8.374,0,2009-07-18
2009,7,19,8.235,0,2009-07-19
2009,7,20,8.123,0,2009-07-20
2009,7,21,7.952,0,2009-07-21
2009,7,22,7.76,0,2009-07-22
2009,7,23,7.694,0,2009-07-23
2009,7,24,7.548,0,2009-07-24
2009,7,25,7.422,0,2009-07-25
2009,7,26,7.337,0,2009-07-26
2009,7,27,7.227,0,2009-07-27
2009,7,28,7.107,0,2009-07-28
2009,7,29,7.067,0,2009-07-29
2009,7,30,7.001,0,2009-07-30
2009,7,31,7.018,0,2009-07-31
2009,8,1,6.994,0,2009-08-01
2009,8,2,6.936,0,2009-08-02
2009,8,3,6.905,0,2009-08-03
2009,8,4,6.839,0,2009-08-04
2009,8,5,6.805,0,2009-08-05
2009,8,6,6.776,0,2009-08-06
2009,8,7,6.719,0,2009-08-07
2009,8,8,6.703,0,2009-08-08
2009,8,9,6.574,0,2009-08-09
2009,8,10,6.51,0,2009-08-10
2009,8,11,6.493,0,2009-08-11
2009,8,12,6.442,0,2009-08-12
2009,8,13,6.377,0,2009-08-13
2009,8,14,6.234,0,2009-08-14
2009,8,15,6.192,0,2009-08-15
2009,8,16,6.143,0,2009-08-16
2009,8,17,6.077,0,2009-08-17
2009,8,18,6.002,0,2009-08-18
2009,8,19,5.869,0,2009-08-19
2009,8,20,5.815,0,2009-08-20
2009,8,21,5.783,0,2009-08-21
2009,8,22,5.714,0,2009-08-22
2009,8,23,5.622,0,2009-08-23
2009,8,24,5.568,0,2009-08-24
2009,8,25,5.584,0,2009-08-25
2009,8,26,5.518,0,2009-08-26
2009,8,27,5.46,0,2009-08-27
2009,8,28,5.47,0,2009-08-28
2009,8,29,5.419,0,2009-08-29
2009,8,30,5.318,0,2009-08-30
2009,8,31,5.347,0,2009-08-31
2009,9,1,5.355,0,2009-09-01
2009,9,2,5.257,0,2009-09-02
2009,9,3,5.26,0,2009-09-03
2009,9,4,5.193,0,2009-09-04
2009,9,5,5.269,0,2009-09-05
2009,9,6,5.175,0,2009-09-06
2009,9,7,5.214,0,2009-09-07
2009,9,8,5.132,0,2009-09-08
2009,9,9,5.165,0,2009-09-09
2009,9,10,5.17,0,2009-09-10
2009,9,11,5.113,0,2009-09-11
2009,9,12,5.047,0,2009-09-12
2009,9,13,5.103,0,2009-09-13
2009,9,14,5.198,0,2009-09-14
2009,9,15,5.213,0,2009-09-15
2009,9,16,5.175,0,2009-09-16
2009,9,17,5.196,0,2009-09-17
2009,9,18,5.211,0,2009-09-18
2009,9,19,5.195,0,2009-09-19
2009,9,20,5.24,0,2009-09-20
2009,9,21,5.276,0,2009-09-21
2009,9,22,5.341,0,2009-09-22
2009,9,23,5.349,0,2009-09-23
2009,9,24,5.32,0,2009-09-24
2009,9,25,5.377,0,2009-09-25
2009,9,26,5.383,0,2009-09-26
2009,9,27,5.444,0,2009-09-27
2009,9,28,5.456,0,2009-09-28
2009,9,29,5.473,0,2009-09-29
2009,9,30,5.549,0,2009-09-30
2009,10,1,5.682,0,2009-10-01
2009,10,2,5.774,0,2009-10-02
2009,10,3,5.769,0,2009-10-03
2009,10,4,5.798,0,2009-10-04
2009,10,5,5.852,0,2009-10-05
2009,10,6,5.846,0,2009-10-06
2009,10,7,5.878,0,2009-10-07
2009,10,8,5.915,0,2009-10-08
2009,10,9,5.962,0,2009-10-09
2009,10,10,6.219,0,2009-10-10
2009,10,11,6.432,0,2009-10-11
2009,10,12,6.526,0,2009-10-12
2009,10,13,6.522,0,2009-10-13
2009,10,14,6.665,0,2009-10-14
2009,10,15,6.838,0,2009-10-15
2009,10,16,6.856,0,2009-10-16
2009,10,17,6.942,0,2009-10-17
2009,10,18,7.073,0,2009-10-18
2009,10,19,7.196,0,2009-10-19
2009,10,20,7.307,0,2009-10-20
2009,10,21,7.385,0,2009-10-21
2009,10,22,7.529,0,2009-10-22
2009,10,23,7.608,0,2009-10-23
2009,10,24,7.665,0,2009-10-24
2009,10,25,7.646,0,2009-10-25
2009,10,26,7.822,0,2009-10-26
2009,10,27,8.02,0,2009-10-27
2009,10,28,8.189,0,2009-10-28
2009,10,29,8.386,0,2009-10-29
2009,10,30,8.543,0,2009-10-30
2009,10,31,8.685,0,2009-10-31
2009,11,1,8.723,0,2009-11-01
2009,11,2,8.758,0,2009-11-02
2009,11,3,8.807,0,2009-11-03
2009,11,4,8.824,0,2009-11-04
2009,11,5,8.882,0,2009-11-05
2009,11,6,9.012,0,2009-11-06
2009,11,7,9.086,0,2009-11-07
2009,11,8,9.07,0,2009-11-08
2009,11,9,9.187,0,2009-11-09
